,x,y,time,theta
1619.0,74.5,183.0,63.4188928604126,-0.16077930599119325
1620.0,74.5,183.0,63.43489623069763,-0.16077930599119325
1621.0,535.5,-12.0,63.481852293014526,-0.3091439362878942
1622.0,535.5,-12.0,63.49804615974426,-0.3091439362878942
1623.0,88.5,160.0,63.54605674743652,-0.1782306873407566
1624.0,88.5,160.0,63.56205987930298,-0.1782306873407566
1625.0,64.5,164.5,63.61004137992859,-0.17481474176491707
1626.0,64.5,164.5,63.62604546546936,-0.17481474176491707
1627.0,534.5,-16.5,63.67394542694092,-0.31257283437526256
1628.0,60.0,156.0,63.80244731903076,-0.1812676813051315
1629.0,60.0,156.0,63.817450284957886,-0.1812676813051315
1630.0,60.0,156.0,63.83245635032654,-0.1812676813051315
1631.0,531.0,-14.5,63.88246941566467,-0.3110488875965291
1632.0,531.0,-14.5,63.897473096847534,-0.3110488875965291
1633.0,58.0,164.5,64.01050066947937,-0.17481474176491707
1634.0,58.0,164.5,64.02850365638733,-0.17481474176491707
1635.0,63.35293960571289,168.0,64.07414555549622,-0.17215839969931715
1636.0,539.5,-16.0,64.13815951347351,-0.31219184898018537
1637.0,539.5,-16.0,64.1541633605957,-0.31219184898018537
1638.0,70.0,168.0,64.20204949378967,-0.17215839969931715
1639.0,70.0,168.0,64.21805214881897,-0.17215839969931715
1640.0,70.0,168.0,64.23305535316467,-0.17215839969931715
1641.0,536.5,-17.5,64.28173780441284,-0.3133348024003231
1642.0,536.5,-17.5,64.29874086380005,-0.3133348024003231
1643.0,74.5,179.0,64.34675025939941,-0.16381287889663987
1644.0,74.5,179.0,64.36275362968445,-0.16381287889663987
1645.0,66.0,193.77777099609375,64.41014099121094,-0.1526087489598383
1646.0,66.0,193.77777099609375,64.42614889144897,-0.1526087489598383
1647.0,72.5,207.0,64.47413563728333,-0.1425918202536909
1648.0,61.0,229.5,64.53815007209778,-0.12556465536443925
1649.0,61.0,229.5,64.5551540851593,-0.12556465536443925
1650.0,531.0,-13.5,64.68210196495056,-0.31028690928521413
1651.0,531.0,-13.5,64.69810485839844,-0.31028690928521413
1652.0,531.0,-13.5,64.74605917930603,-0.31028690928521413
1653.0,531.0,-13.5,64.7690646648407,-0.31028690928521413
1654.0,532.0,-16.5,64.81007266044617,-0.31257283437526256
1655.0,532.0,-16.5,64.82693409919739,-0.31257283437526256
1656.0,536.5,-17.5,64.87469720840454,-0.3133348024003231
1657.0,536.0,-14.5,65.00193071365356,-0.3110488875965291
1658.0,536.0,-14.5,65.01693320274353,-0.3110488875965291
1659.0,536.0,-14.5,65.03293704986572,-0.3110488875965291
1660.0,530.0,-14.0,65.0820415019989,-0.31066789882799395
1661.0,530.0,-14.0,65.09704446792603,-0.31066789882799395
1662.0,541.0,-18.0,65.1460497379303,-0.313715784975014
1663.0,541.0,-18.0,65.16305255889893,-0.313715784975014
1664.0,545.0,-15.5,65.21006941795349,-0.3118108627002726
1665.0,545.0,-15.5,65.22607350349426,-0.3118108627002726
1666.0,541.5,-8.5,65.33804774284363,-0.3064769773568047
1667.0,541.5,-8.5,65.35405111312866,-0.3064769773568047
1668.0,555.0,-17.0,65.40193700790405,-0.3129538188578573
1669.0,555.0,-17.0,65.41694045066833,-0.3129538188578573
1670.0,555.0,-17.0,65.43194341659546,-0.3129538188578573
1671.0,552.5,-18.5,65.48195266723633,-0.3140967665542845
1672.0,552.5,-18.5,65.49795603752136,-0.3140967665542845
1673.0,544.0,-12.5,65.54596590995789,-0.30952492798751513
1674.0,544.0,-12.5,65.5619695186615,-0.30952492798751513
1675.0,551.0,-14.0,65.6101348400116,-0.31066789882799395
1676.0,551.0,-14.0,65.62713766098022,-0.31066789882799395
1677.0,545.0,-10.5,65.67414450645447,-0.3080009573177412
1678.0,555.0,-16.5,65.73816847801208,-0.31257283437526256
1679.0,555.0,-16.5,65.75417256355286,-0.31257283437526256
1680.0,548.0,-18.5,65.8020555973053,-0.3140967665542845
1681.0,548.0,-18.5,65.81905913352966,-0.3140967665542845
1682.0,548.0,-18.5,65.83406233787537,-0.3140967665542845
1683.0,549.5,-11.5,65.94609069824219,-0.308762943924625
1684.0,549.5,-11.5,65.96209406852722,-0.308762943924625
1685.0,549.5,-11.5,66.07406830787659,-0.308762943924625
1686.0,551.5,-18.5,66.13805365562439,-0.3140967665542845
1687.0,551.5,-18.5,66.15305709838867,-0.3140967665542845
1688.0,552.0,-15.5,66.28185415267944,-0.3118108627002726
1689.0,552.0,-15.5,66.29685735702515,-0.3118108627002726
1690.0,546.5,-10.5,66.41012454032898,-0.3080009573177412
1691.0,546.5,-10.5,66.42812514305115,-0.3080009573177412
1692.0,546.5,-18.5,66.47457194328308,-0.3140967665542845
1693.0,548.0,-14.5,66.53810906410217,-0.3110488875965291
1694.0,548.0,-14.5,66.55411267280579,-0.3110488875965291
